filename,entropy,block-frequency,chi-square,label
0075-js.js,5.24661091,0.987699041,29696.25,0
0076-js.js,5.26671461,0.824295657,29621.75,0
0078-js.js,4.79302486,1.01E-36,29199.0916,0
0079-js.js,4.673812142,2.58E-50,29978.82283,0
0080-js.js,5.242529547,0.999999954,31149.625,0
0081-js.js,4.926376817,0.002161577,3892.756362,0
0082-js.js,4.94483784,0.020017532,4109.642708,0
0083-js.js,5.121500499,0.001489722,8615.201122,0
0084-js.js,5.096716069,0.003376446,9241.445366,0
0085-js.js,5.101989583,8.19E-08,14509.14112,0
0086-js.js,4.516423196,5.58E-44,20792.11045,0
0087-js.js,4.625363196,1.33E-260,70514.125,0
0088-js.js,4.564584235,5.95E-25,8650.902658,0
0089-js.js,4.823953604,6.74E-114,29655.22464,0
0090-js.js,4.748102329,6.69E-58,30713.41696,0
0091-js.js,5.285490198,0.999999989,32204,0
0092-js.js,5.087779303,0.999998733,35288.375,0
0093-js.js,5.368536115,0.999986333,28601.25,0
0094-js.js,5.070858152,0.999999999,36327.125,0
0095-js.js,4.930852912,1.33E-06,3785.423939,0
0096-js.js,4.762374842,4.73E-30,16453.53049,0
0097-js.js,4.573508697,0.000453841,6967.283246,0
0098-js.js,4.955278558,0.018252729,4155.240654,0
0099-js.js,4.937522583,0.00125456,4231.217262,0
